Date,Weekly_Sales,Store,Temperature,CPI,Unemployment
2010-06-04,2022705.22,13,59.85,126.1360645,8.107
2010-06-11,2037880.96,13,65.24,126.1119032,8.107
2010-06-18,2003435.31,13,58.41,126.114,8.107
2010-06-25,1970340.25,13,71.83,126.1266,8.107
2010-07-02,2018314.71,13,78.82,126.1392,7.951
2010-07-09,1870843.9,13,71.33,126.1518,7.951
2010-07-16,1932231.05,13,77.79,126.1498065,7.951
2010-07-23,1907351.2,13,82.27,126.1283548,7.951
2010-07-30,1817887.23,13,78.94,126.1069032,7.951
2010-08-06,1969121.45,13,81.24,126.0854516,7.951
2010-08-13,1877592.55,13,74.93,126.064,7.951
2010-08-20,1997397.63,13,76.34,126.0766452,7.951
2010-08-27,1908278.27,13,75.31,126.0892903,7.951
2010-09-03,1911852.58,13,65.71,126.1019355,7.951
2010-09-10,1772143.94,13,65.74,126.1145806,7.951
2010-09-17,1790279.74,13,66.84,126.1454667,7.951
2010-09-24,1705655.09,13,68.22,126.1900333,7.951
2010-10-01,1765584.48,13,68.74,126.2346,7.795
2010-10-08,1871924.07,13,63.03,126.2791667,7.795
2010-10-15,1851431.06,13,54.12,126.3266774,7.795
2010-10-22,1796949.59,13,56.89,126.3815484,7.795
2010-10-29,1887895.07,13,45.12,126.4364194,7.795
2010-11-05,1854967.66,13,49.96,126.4912903,7.795
2010-11-12,1939964.63,13,42.55,126.5461613,7.795
2010-11-19,1925393.91,13,42.0,126.6072,7.795
2010-11-26,2720371.4924999997,13,28.22,126.6692667,7.795
2010-12-03,2083379.89,13,25.8,126.7313333,7.795
2010-12-10,2461468.35,13,36.78,126.7934,7.795
2010-12-17,2720371.4924999997,13,35.21,126.8794839,7.795
2010-12-24,2720371.4924999997,13,34.9,126.9835806,7.795
2010-12-31,1675292.0,13,26.79,127.0876774,7.795
2011-01-07,1744544.39,13,16.94,127.1917742,7.47
2011-01-14,1682316.31,13,20.6,127.3009355,7.47
2011-01-21,1770177.37,13,34.8,127.4404839,7.47
2011-01-28,1633663.12,13,31.64,127.5800323,7.47
2011-02-04,1848186.58,13,23.35,127.7195806,7.47
2011-02-11,1944438.9,13,30.83,127.859129,7.47
2011-02-18,2003480.59,13,40.85,127.99525,7.47
2011-02-25,1831933.95,13,33.17,128.13,7.47
2011-03-04,1894960.68,13,34.23,128.26475,7.47
2011-03-11,1852432.58,13,41.28,128.3995,7.47
2011-03-18,1852443.78,13,44.69,128.5121935,7.47
2011-03-25,1807545.43,13,42.38,128.6160645,7.47
2011-04-01,1864238.64,13,42.49,128.7199355,7.193
2011-04-08,1887465.04,13,42.75,128.8238065,7.193
2011-04-15,1950994.04,13,41.72,128.9107333,7.193
2011-04-22,2124316.34,13,47.55,128.9553,7.193
2011-04-29,1895583.12,13,43.85,128.9998667,7.193
2011-05-06,1986380.4,13,47.75,129.0444333,7.193
2011-05-13,1958823.56,13,52.4,129.089,7.193
2011-05-20,1860923.55,13,52.12,129.0756774,7.193
2011-05-27,1866369.93,13,54.62,129.0623548,7.193
2011-06-03,1935593.87,13,52.76,129.0490323,7.193
2011-06-10,1997816.98,13,61.39,129.0357097,7.193
2011-06-17,2086433.49,13,63.35,129.0432,7.193
2011-06-24,2009163.08,13,66.38,129.0663,7.193
2011-07-01,2048035.74,13,74.29,129.0894,6.877
2011-07-08,2021699.38,13,77.3,129.1125,6.877
2011-07-15,1956813.31,13,75.59,129.1338387,6.877
2011-07-22,1987089.36,13,78.5,129.1507742,6.877
2011-07-29,1880785.69,13,77.62,129.1677097,6.877
2011-08-05,2076231.8,13,75.56,129.1846452,6.877
2011-08-12,1970341.38,13,75.95,129.2015806,6.877
2011-08-19,2090340.98,13,76.68,129.2405806,6.877
2011-08-26,2035244.54,13,81.53,129.2832581,6.877
2011-09-02,1953628.82,13,77.0,129.3259355,6.877
2011-09-09,1872921.31,13,70.19,129.3686129,6.877
2011-09-16,1923223.82,13,67.54,129.4306,6.877
2011-09-23,1847430.96,13,63.6,129.5183333,6.877
2011-09-30,1835662.69,13,68.28,129.6060667,6.877
2011-10-07,2067232.56,13,60.62,129.6938,6.392
2011-10-14,1929659.07,13,51.74,129.7706452,6.392
2011-10-21,1973544.27,13,54.66,129.7821613,6.392
2011-10-28,1948733.81,13,47.41,129.7936774,6.392
2011-11-04,2036317.54,13,43.51,129.8051935,6.392
2011-11-11,2111592.09,13,33.8,129.8167097,6.392
2011-11-18,2016323.51,13,40.65,129.8268333,6.392
2011-11-25,2720371.4924999997,13,38.89,129.8364,6.392
2011-12-02,2051315.66,13,33.94,129.8459667,6.392
2011-12-09,2462779.06,13,24.82,129.8555333,6.392
2011-12-16,2720371.4924999997,13,27.85,129.8980645,6.392
2011-12-23,2720371.4924999997,13,24.76,129.9845484,6.392
2011-12-30,1969056.91,13,31.53,130.0710323,6.392
2012-01-06,1865752.78,13,33.8,130.1575161,6.104
2012-01-13,1794962.64,13,25.61,130.244,6.104
2012-01-20,1811606.21,13,32.71,130.2792258,6.104
2012-01-27,1733983.09,13,34.32,130.3144516,6.104
2012-02-03,1927780.74,13,31.39,130.3496774,6.104
2012-02-10,2069284.57,13,33.73,130.3849032,6.104
2012-02-17,2214477.06,13,36.57,130.4546207,6.104
2012-02-24,1929768.03,13,35.38,130.5502069,6.104
2012-03-02,1969742.76,13,32.36,130.6457931,6.104
2012-03-09,1986445.65,13,38.24,130.7413793,6.104
2012-03-16,2025582.62,13,52.5,130.8261935,6.104
2012-03-23,1904421.74,13,47.83,130.8966452,6.104
2012-03-30,1948982.7,13,53.2,130.9670968,6.104
2012-04-06,2271614.76,13,48.85,131.0375484,5.965
2012-04-13,2057637.86,13,51.7,131.108,5.965
2012-04-20,1955689.12,13,50.24,131.1173333,5.965
2012-04-27,1970121.65,13,64.8,131.1266667,5.965
2012-05-04,1995994.51,13,54.41,131.136,5.965
2012-05-11,2080764.17,13,56.47,131.1453333,5.965
2012-05-18,2131900.55,13,65.17,131.0983226,5.965
2012-05-25,2043349.41,13,62.39,131.0287742,5.965
2012-06-01,2035431.39,13,61.11,130.9592258,5.965
2012-06-08,2182437.9,13,68.4,130.8896774,5.965
2012-06-15,2152229.11,13,65.97,130.8295333,5.965
2012-06-22,2094373.0,13,72.89,130.7929,5.965
2012-06-29,2037663.71,13,82.0,130.7562667,5.965
2012-07-06,2184980.35,13,79.23,130.7196333,5.765
2012-07-13,2002750.99,13,83.68,130.683,5.765
2012-07-20,2053089.32,13,75.69,130.7012903,5.765
2012-07-27,1914430.53,13,80.42,130.7195806,5.765
2012-08-03,2044148.23,13,81.99,130.737871,5.765
2012-08-10,2041019.92,13,81.69,130.7561613,5.765
2012-08-17,2095769.18,13,79.4,130.7909677,5.765
2012-08-24,2059458.25,13,77.37,130.8381613,5.765
2012-08-31,2073855.42,13,79.18,130.8853548,5.765
2012-09-07,2165796.31,13,70.65,130.9325484,5.765
2012-09-14,1919917.03,13,68.55,130.9776667,5.765
2012-09-21,1938379.66,13,67.96,131.0103333,5.765
2012-09-28,1927664.11,13,64.8,131.043,5.765
2012-10-05,2041918.74,13,61.79,131.0756667,5.621
2012-10-12,1999079.44,13,55.1,131.1083333,5.621
2012-10-19,2018010.15,13,52.06,131.1499677,5.621
2012-10-26,2035189.66,13,46.97,131.1930968,5.621
2010-02-05,2623469.95,14,27.31,181.8711898,8.992
2010-02-12,1704218.84,14,27.73,181.982317,8.992
2010-02-19,2204556.7,14,31.27,182.0347816,8.992
2010-02-26,2095591.63,14,34.89,182.0774691,8.992
2010-03-05,2237544.75,14,37.13,182.1201566,8.992
2010-03-12,2156035.06,14,45.8,182.1628441,8.992
2010-03-19,2066219.3,14,48.79,182.0779857,8.992
2010-03-26,2050396.27,14,54.36,181.9718697,8.992
2010-04-02,2495630.51,14,47.74,181.8657537,8.899
2010-04-09,2258781.28,14,65.45,181.7596377,8.899
2010-04-16,2121788.61,14,54.28,181.6924769,8.899
2010-04-23,2138144.91,14,53.47,181.6772564,8.899
2010-04-30,2082355.12,14,53.15,181.6620359,8.899
2010-05-07,2370116.52,14,70.75,181.6468154,8.899
2010-05-14,2129771.13,14,54.26,181.6612792,8.899
2010-05-21,2108187.1,14,62.62,181.8538486,8.899
2010-05-28,2227152.16,14,69.27,182.0464181,8.899
2010-06-04,2363601.47,14,75.93,182.2389876,8.899
2010-06-11,2249570.04,14,69.71,182.4315571,8.899
2010-06-18,2248645.59,14,72.62,182.4424199,8.899
2010-06-25,2246179.91,14,79.32,182.3806,8.899
2010-07-02,2334788.42,14,76.61,182.3187801,8.743
2010-07-09,2236209.13,14,82.45,182.2569603,8.743
2010-07-16,2130287.27,14,77.84,182.2604411,8.743
2010-07-23,2044155.39,14,81.46,182.3509895,8.743
2010-07-30,2054843.28,14,79.78,182.4415378,8.743
2010-08-06,2219813.5,14,77.17,182.5320862,8.743
2010-08-13,2052984.81,14,78.44,182.6226346,8.743
2010-08-20,2057138.31,14,76.01,182.6165205,8.743
2010-08-27,2020332.07,14,71.36,182.6104063,8.743
2010-09-03,2182563.66,14,78.37,182.6042922,8.743
2010-09-10,2191767.76,14,70.87,182.598178,8.743
2010-09-17,1953539.85,14,66.55,182.622509,8.743
2010-09-24,1879891.13,14,68.59,182.6696737,8.743
2010-10-01,1855703.66,14,70.58,182.7168385,8.724
2010-10-08,2091663.2,14,56.49,182.7640032,8.724
2010-10-15,1932162.63,14,58.61,182.8106203,8.724
2010-10-22,1936621.09,14,53.15,182.8558685,8.724
2010-10-29,1984768.34,14,61.3,182.9011166,8.724
2010-11-05,2078417.47,14,45.65,182.9463648,8.724
2010-11-12,2092189.06,14,46.14,182.9916129,8.724
2010-11-19,1968462.58,14,50.02,182.8989385,8.724
2010-11-26,2720371.4924999997,14,46.15,182.7832769,8.724
2010-12-03,2258489.63,14,40.93,182.6676154,8.724
2010-12-10,2600519.26,14,30.54,182.5519538,8.724
2010-12-17,2720371.4924999997,14,30.51,182.517732,8.724
2010-12-24,2720371.4924999997,14,30.59,182.54459,8.724
2010-12-31,1623716.46,14,29.67,182.5714479,8.724
2011-01-07,1864746.1,14,34.32,182.5983058,8.549
2011-01-14,1699095.9,14,24.78,182.6585782,8.549
2011-01-21,1743188.87,14,30.55,182.9193368,8.549
2011-01-28,1613718.38,14,24.05,183.1800955,8.549
2011-02-04,1995891.87,14,28.73,183.4408542,8.549
2011-02-11,1980405.03,14,30.3,183.7016129,8.549
2011-02-18,2019031.67,14,40.7,183.9371353,8.549
2011-02-25,1875708.88,14,35.78,184.1625632,8.549
2011-03-04,2041215.61,14,38.65,184.3879911,8.549
2011-03-11,1931104.67,14,45.01,184.613419,8.549
2011-03-18,1932491.42,14,46.66,184.809719,8.549
2011-03-25,1879451.23,14,41.76,184.9943679,8.549
2011-04-01,1869110.55,14,37.27,185.1790167,8.521
2011-04-08,2037798.88,14,48.71,185.3636656,8.521
2011-04-15,1974960.86,14,53.69,185.5339821,8.521
2011-04-22,2256461.39,14,53.04,185.6684673,8.521
2011-04-29,1930617.64,14,66.18,185.8029526,8.521
2011-05-06,2095599.93,14,58.21,185.9374378,8.521
2011-05-13,2004330.3,14,60.38,186.0719231,8.521
2011-05-20,1959967.8,14,62.28,185.9661154,8.521
2011-05-27,2080694.24,14,69.7,185.8603077,8.521
2011-06-03,2079899.47,14,76.38,185.7545,8.521
2011-06-10,2132446.0,14,73.88,185.6486923,8.521
2011-06-17,2082083.34,14,69.32,185.6719333,8.521
2011-06-24,2069523.52,14,74.85,185.7919609,8.521
2011-07-01,2074668.19,14,74.04,185.9119885,8.625
2011-07-08,2063401.06,14,77.49,186.032016,8.625
2011-07-15,1953544.76,14,78.47,186.1399808,8.625
2011-07-22,1882070.88,14,82.33,186.2177885,8.625
2011-07-29,1871021.01,14,81.31,186.2955962,8.625
2011-08-05,2066020.69,14,78.22,186.3734038,8.625
2011-08-12,1928773.82,14,77.0,186.4512115,8.625
2011-08-19,1896873.99,14,72.98,186.5093071,8.625
2011-08-26,2273470.62,14,72.55,186.5641172,8.625
2011-09-02,1750891.47,14,70.63,186.6189274,8.625
2011-09-09,2202742.9,14,71.48,186.6737376,8.625
2011-09-16,1864637.89,14,69.17,186.8024,8.625
2011-09-23,1871555.64,14,63.75,187.0295321,8.625
2011-09-30,1809989.29,14,70.66,187.2566641,8.625
2011-10-07,2078796.76,14,55.82,187.4837962,8.523
2011-10-14,1890870.75,14,63.82,187.6917481,8.523
2011-10-21,2009004.59,14,59.6,187.7846197,8.523
2011-10-28,2056846.12,14,51.78,187.8774913,8.523
2011-11-04,2174056.71,14,43.92,187.9703629,8.523
2011-11-11,2081534.65,14,47.65,188.0632345,8.523
2011-11-18,1969360.72,14,51.34,188.1983654,8.523
2011-11-25,2685351.81,14,48.71,188.3504,8.523
2011-12-02,2143080.57,14,50.19,188.5024346,8.523
2011-12-09,2470581.29,14,46.57,188.6544692,8.523
2011-12-16,2594363.09,14,39.93,188.7979349,8.523
2011-12-23,2720371.4924999997,14,42.27,188.9299752,8.523
2011-12-30,1914148.89,14,37.79,189.0620155,8.523
2012-01-06,1859144.96,14,35.88,189.1940558,8.424
2012-01-13,1696248.27,14,41.18,189.3260962,8.424
2012-01-20,1789113.32,14,31.85,189.4214733,8.424
2012-01-27,1595362.27,14,37.93,189.5168505,8.424
2012-02-03,1877410.36,14,42.96,189.6122277,8.424
2012-02-10,2077256.24,14,37.0,189.7076048,8.424
2012-02-17,2020550.99,14,36.85,189.8424834,8.424
2012-02-24,1875040.16,14,42.86,190.0069881,8.424
2012-03-02,1926004.99,14,41.55,190.1714927,8.424
2012-03-09,2020839.31,14,45.52,190.3359973,8.424
2012-03-16,1941040.5,14,50.56,190.4618964,8.424
2012-03-23,1893447.71,14,59.45,190.5363213,8.424
2012-03-30,1905033.01,14,50.04,190.6107463,8.424
2012-04-06,2376022.26,14,49.73,190.6851712,8.567
2012-04-13,1912909.69,14,51.83,190.7595962,8.567
2012-04-20,1875686.44,14,63.13,190.8138013,8.567
2012-04-27,1784029.95,14,53.2,190.8680064,8.567
2012-05-04,1949354.29,14,55.21,190.9222115,8.567
2012-05-11,1987531.05,14,61.24,190.9764167,8.567
2012-05-18,1932233.17,14,66.3,190.9964479,8.567
2012-05-25,2030869.61,14,67.21,191.0028096,8.567
2012-06-01,2049485.49,14,74.48,191.0091712,8.567
2012-06-08,2099615.88,14,64.3,191.0155329,8.567
2012-06-15,1905733.68,14,71.93,191.0299731,8.567
2012-06-22,1660228.88,14,74.22,191.0646096,8.567
2012-06-29,1591835.02,14,75.22,191.0992462,8.567
2012-07-06,1862128.95,14,82.99,191.1338827,8.684
2012-07-13,1544422.35,14,79.97,191.1685192,8.684
2012-07-20,1553250.16,14,78.89,191.1670428,8.684
2012-07-27,1479514.66,14,77.2,191.1655664,8.684
2012-08-03,1656886.46,14,76.58,191.16409,8.684
2012-08-10,1648570.03,14,78.65,191.1626135,8.684
2012-08-17,1660433.3,14,75.71,191.2284919,8.684
2012-08-24,1621841.33,14,72.62,191.3448865,8.684
2012-08-31,1613342.19,14,75.09,191.461281,8.684
2012-09-07,1904512.34,14,75.7,191.5776756,8.684
2012-09-14,1554794.22,14,67.87,191.69985,8.684
2012-09-21,1565352.46,14,65.32,191.8567038,8.684
2012-09-28,1522512.2,14,64.88,192.0135577,8.684
2012-10-05,1687592.16,14,64.89,192.1704115,8.667
2012-10-12,1639585.61,14,54.47,192.3272654,8.667
2012-10-19,1590274.72,14,56.47,192.3308542,8.667
2012-10-26,1704357.62,14,58.85,192.3088989,8.667
2010-02-05,652122.44,15,19.83,131.5279032,8.35
2010-02-12,682447.1,15,22.0,131.5866129,8.35
2010-02-19,660838.75,15,27.54,131.637,8.35
2010-02-26,564883.2,15,29.87,131.686,8.35
2010-03-05,605325.43,15,31.79,131.735,8.35
2010-03-12,604173.59,15,41.39,131.784,8.35
2010-03-19,593710.67,15,44.69,131.8242903,8.35
2010-03-26,592111.49,15,39.53,131.863129,8.35
2010-04-02,718470.71,15,45.27,131.9019677,8.185
2010-04-09,634605.77,15,57.77,131.9408065,8.185
2010-04-16,641208.65,15,49.63,131.9809,8.185
2010-04-23,643097.6,15,46.54,132.0226667,8.185
2010-04-30,570791.11,15,49.09,132.0644333,8.185
2010-05-07,661348.88,15,63.16,132.1062,8.185
2010-05-14,594385.2,15,47.13,132.152129,8.185
2010-05-21,616598.1,15,59.09,132.2230323,8.185
2010-05-28,744772.88,15,70.61,132.2939355,8.185
2010-06-04,693192.5,15,69.99,132.3648387,8.185
2010-06-11,619337.29,15,61.04,132.4357419,8.185
2010-06-18,652329.53,15,65.83,132.4733333,8.185
2010-06-25,672194.03,15,72.79,132.4976,8.185
2010-07-02,709337.11,15,66.13,132.5218667,8.099
2010-07-09,691497.62,15,77.33,132.5461333,8.099
2010-07-16,633203.69,15,72.83,132.5667742,8.099
2010-07-23,598553.43,15,73.2,132.5825806,8.099
2010-07-30,619224.06,15,72.04,132.5983871,8.099
2010-08-06,639651.24,15,72.7,132.6141935,8.099
2010-08-13,622437.08,15,72.17,132.63,8.099
2010-08-20,637090.44,15,71.1,132.6616129,8.099
2010-08-27,649791.15,15,65.07,132.6932258,8.099
2010-09-03,638647.21,15,73.17,132.7248387,8.099
2010-09-10,641965.2,15,62.36,132.7564516,8.099
2010-09-17,583210.87,15,57.94,132.7670667,8.099
2010-09-24,548542.47,15,62.53,132.7619333,8.099
2010-10-01,566945.95,15,59.69,132.7568,8.067
2010-10-08,591603.79,15,52.19,132.7516667,8.067
2010-10-15,577011.26,15,49.96,132.7633548,8.067
2010-10-22,600395.73,15,47.1,132.8170968,8.067
2010-10-29,598301.5,15,55.09,132.8708387,8.067
2010-11-05,612987.64,15,40.29,132.9245806,8.067
2010-11-12,619639.74,15,39.63,132.9783226,8.067
2010-11-19,608200.81,15,44.1,132.9172,8.067
2010-11-26,1120018.92,15,40.71,132.8369333,8.067
2010-12-03,754134.95,15,36.0,132.7566667,8.067
2010-12-10,847294.04,15,23.97,132.6764,8.067
2010-12-17,983825.15,15,25.3,132.6804516,8.067
2010-12-24,1368318.17,15,25.07,132.7477419,8.067
2010-12-31,543754.17,15,26.54,132.8150323,8.067
2011-01-07,509640.77,15,30.53,132.8823226,7.771
2011-01-14,479424.2,15,19.53,132.9510645,7.771
2011-01-21,487311.03,15,21.84,133.0285161,7.771
2011-01-28,481119.6,15,19.61,133.1059677,7.771
2011-02-04,556550.85,15,20.69,133.1834194,7.771
2011-02-11,582864.35,15,21.64,133.260871,7.771
2011-02-18,649993.5,15,33.06,133.3701429,7.771
2011-02-25,547564.09,15,20.87,133.4921429,7.771
2011-03-04,573374.49,15,28.16,133.6141429,7.771
2011-03-11,537035.28,15,34.27,133.7361429,7.771
2011-03-18,551553.99,15,40.23,133.8492258,7.771
2011-03-25,527389.28,15,32.63,133.9587419,7.771
2011-04-01,542556.05,15,30.34,134.0682581,7.658
2011-04-08,587370.81,15,40.94,134.1777742,7.658
2011-04-15,607691.36,15,48.63,134.2784667,7.658
2011-04-22,655318.26,15,41.37,134.3571,7.658
2011-04-29,560764.41,15,55.46,134.4357333,7.658
2011-05-06,630522.67,15,49.87,134.5143667,7.658
2011-05-13,630482.91,15,57.07,134.593,7.658
2011-05-20,593941.9,15,57.19,134.6803871,7.658
2011-05-27,636193.24,15,65.87,134.7677742,7.658
2011-06-03,695396.19,15,69.8,134.8551613,7.658
2011-06-10,642679.81,15,69.86,134.9425484,7.658
2011-06-17,639928.85,15,63.9,135.0837333,7.658
2011-06-24,656594.95,15,69.96,135.2652667,7.658
2011-07-01,674669.16,15,67.43,135.4468,7.806
2011-07-08,635118.48,15,73.47,135.6283333,7.806
2011-07-15,624114.56,15,73.34,135.7837419,7.806
2011-07-22,607475.44,15,79.97,135.8738387,7.806
2011-07-29,577511.02,15,74.67,135.9639355,7.806
2011-08-05,607961.21,15,73.63,136.0540323,7.806
2011-08-12,590836.37,15,70.63,136.144129,7.806
2011-08-19,599488.98,15,70.41,136.183129,7.806
2011-08-26,605413.17,15,69.19,136.2136129,7.806
2011-09-02,649159.68,15,67.63,136.2440968,7.806
2011-09-09,607593.51,15,67.59,136.2745806,7.806
2011-09-16,545052.34,15,62.1,136.3145,7.806
2011-09-23,545570.86,15,59.0,136.367,7.806
2011-09-30,521297.31,15,64.87,136.4195,7.806
2011-10-07,579068.88,15,51.24,136.472,7.866
2011-10-14,537300.94,15,61.3,136.5150968,7.866
2011-10-21,603318.89,15,51.67,136.5017742,7.866
2011-10-28,589842.69,15,45.54,136.4884516,7.866
2011-11-04,615121.78,15,43.39,136.475129,7.866
2011-11-11,618949.82,15,47.13,136.4618065,7.866
2011-11-18,597856.51,15,46.53,136.4666667,7.866
2011-11-25,1066478.1,15,41.1,136.4788,7.866
2011-12-02,699028.66,15,45.67,136.4909333,7.866
2011-12-09,764565.55,15,38.53,136.5030667,7.866
2011-12-16,870415.49,15,35.49,136.5335161,7.866
2011-12-23,1182691.87,15,34.93,136.5883871,7.866
2011-12-30,603460.79,15,31.44,136.6432581,7.866
2012-01-06,516087.65,15,30.24,136.698129,7.943
2012-01-13,454183.42,15,36.26,136.753,7.943
2012-01-20,492721.85,15,21.39,136.8564194,7.943
2012-01-27,466045.63,15,30.87,136.9598387,7.943
2012-02-03,523831.64,15,35.3,137.0632581,7.943
2012-02-10,628218.22,15,31.91,137.1666774,7.943
2012-02-17,598502.83,15,30.26,137.2583103,7.943
2012-02-24,561137.06,15,33.18,137.3411034,7.943
2012-03-02,541292.64,15,33.24,137.4238966,7.943
2012-03-09,545120.67,15,36.97,137.5066897,7.943
2012-03-16,570611.23,15,47.42,137.5843871,7.943
2012-03-23,565481.88,15,58.92,137.6552903,7.943
2012-03-30,557547.25,15,42.65,137.7261935,7.943
2012-04-06,659950.36,15,40.01,137.7970968,8.15
2012-04-13,558585.13,15,43.52,137.868,8.15
2012-04-20,534780.57,15,54.47,137.9230667,8.15
2012-04-27,527402.62,15,41.57,137.9781333,8.15
2012-05-04,577868.38,15,51.04,138.0332,8.15
2012-05-11,579539.95,15,54.23,138.0882667,8.15
2012-05-18,600050.98,15,58.84,138.1065806,8.15
2012-05-25,693780.42,15,67.97,138.1101935,8.15
2012-06-01,663971.26,15,67.61,138.1138065,8.15
2012-06-08,611390.67,15,59.35,138.1174194,8.15
2012-06-15,636737.65,15,67.7,138.1295333,8.15
2012-06-22,687085.6,15,74.28,138.1629,8.15
2012-06-29,624099.48,15,68.91,138.1962667,8.15
2012-07-06,678024.75,15,74.64,138.2296333,8.193
2012-07-13,591335.5,15,72.62,138.263,8.193
2012-07-20,592369.22,15,75.31,138.2331935,8.193
2012-07-27,571190.83,15,73.9,138.2033871,8.193
2012-08-03,590739.62,15,73.13,138.1735806,8.193
2012-08-10,590453.63,15,73.99,138.1437742,8.193
2012-08-17,579738.2,15,70.29,138.1857097,8.193
2012-08-24,606210.77,15,66.98,138.2814516,8.193
2012-08-31,610185.32,15,71.42,138.3771935,8.193
2012-09-07,587259.82,15,71.61,138.4729355,8.193
2012-09-14,527509.76,15,65.44,138.5673,8.193
2012-09-21,533161.64,15,60.34,138.6534,8.193
2012-09-28,553901.97,15,57.13,138.7395,8.193
2012-10-05,573498.64,15,59.57,138.8256,7.992
2012-10-12,551799.63,15,49.12,138.9117,7.992
2012-10-19,555652.77,15,52.89,138.8336129,7.992
2012-10-26,558473.6,15,55.75,138.7281613,7.992
2010-02-05,477409.3,16,19.79,189.3816974,7.039
2010-02-12,472044.28,16,20.87,189.4642725,7.039
2010-02-19,469868.7,16,21.13,189.5340998,7.039
2010-02-26,443242.17,16,18.12,189.6018023,7.039
2010-03-05,444181.85,16,27.92,189.6695049,7.039
2010-03-12,445393.74,16,28.64,189.7372075,7.039
2010-03-19,504307.35,16,33.45,189.734262,7.039
2010-03-26,483177.2,16,29.88,189.7195417,7.039
2010-04-02,490503.69,16,36.19,189.7048215,6.842
2010-04-09,424083.99,16,34.21,189.6901012,6.842
2010-04-16,436312.41,16,45.69,189.6628845,6.842
2010-04-23,370230.94,16,44.9,189.6190057,6.842
2010-04-30,383550.93,16,37.75,189.575127,6.842
2010-05-07,403217.22,16,37.43,189.5312483,6.842
2010-05-14,401770.9,16,41.26,189.4904116,6.842
2010-05-21,435300.51,16,47.34,189.467827,6.842
2010-05-28,479430.0,16,52.08,189.4452425,6.842
2010-06-04,516295.81,16,53.76,189.422658,6.842
2010-06-11,535587.31,16,62.63,189.4000734,6.842
2010-06-18,540149.85,16,52.4,189.4185259,6.842
2010-06-25,546554.96,16,62.37,189.4533931,6.842
2010-07-02,610641.42,16,64.44,189.4882603,6.868
2010-07-09,614253.33,16,61.79,189.5231276,6.868
2010-07-16,586583.69,16,67.68,189.6125456,6.868
2010-07-23,588344.18,16,70.67,189.774698,6.868
2010-07-30,562633.67,16,70.71,189.9368504,6.868
2010-08-06,586936.45,16,67.42,190.0990028,6.868
2010-08-13,543757.97,16,63.91,190.2611552,6.868
2010-08-20,521516.96,16,63.59,190.2948237,6.868
2010-08-27,581010.52,16,65.66,190.3284922,6.868
2010-09-03,542087.89,16,58.02,190.3621607,6.868
2010-09-10,537518.57,16,57.24,190.3958293,6.868
2010-09-17,522049.52,16,56.55,190.4688287,6.868
2010-09-24,511330.32,16,58.19,190.5713264,6.868
2010-10-01,463977.54,16,59.39,190.6738241,6.986
2010-10-08,442894.2,16,54.29,190.7763218,6.986
2010-10-15,452169.28,16,45.0,190.8623087,6.986
2010-10-22,541216.92,16,45.85,190.9070184,6.986
2010-10-29,495022.51,16,35.76,190.951728,6.986
2010-11-05,446905.02,16,39.94,190.9964377,6.986
2010-11-12,453632.76,16,34.04,191.0411474,6.986
2010-11-19,458634.68,16,27.26,191.0312172,6.986
2010-11-26,651837.77,16,23.46,191.0121805,6.986
2010-12-03,512260.59,16,23.68,190.9931437,6.986
2010-12-10,570103.64,16,32.02,190.9741069,6.986
2010-12-17,648652.01,16,26.01,191.0303376,6.986
2010-12-24,1004730.69,16,32.46,191.1430189,6.986
2010-12-31,575317.38,16,19.66,191.2557002,6.986
2011-01-07,573545.96,16,12.39,191.3683815,6.614
2011-01-14,470365.59,16,17.46,191.4784939,6.614
2011-01-21,462888.13,16,28.6,191.5731924,6.614
2011-01-28,448391.99,16,20.8,191.667891,6.614
2011-02-04,479263.15,16,13.64,191.7625895,6.614
2011-02-11,466806.89,16,15.02,191.8572881,6.614
2011-02-18,491179.79,16,27.18,191.9178331,6.614
2011-02-25,475201.64,16,26.15,191.9647167,6.614
2011-03-04,484829.07,16,31.77,192.0116004,6.614
2011-03-11,457504.35,16,29.36,192.058484,6.614
2011-03-18,497373.49,16,36.5,192.1237981,6.614
2011-03-25,465279.68,16,32.61,192.1964844,6.614
2011-04-01,459756.11,16,35.75,192.2691707,6.339
2011-04-08,439276.5,16,38.04,192.3418571,6.339
2011-04-15,427855.24,16,34.59,192.4225954,6.339
2011-04-22,368600.0,16,40.74,192.5234638,6.339
2011-04-29,378100.31,16,37.77,192.6243322,6.339
2011-05-06,423805.22,16,38.64,192.7252006,6.339
2011-05-13,410406.95,16,43.29,192.826069,6.339
2011-05-20,435397.19,16,43.95,192.831317,6.339
2011-05-27,444718.68,16,45.17,192.8365651,6.339
2011-06-03,531080.31,16,54.08,192.8418131,6.339
2011-06-10,600952.06,16,55.78,192.8470612,6.339
2011-06-17,581546.23,16,58.34,192.9034759,6.339
2011-06-24,569105.03,16,54.36,192.9982655,6.339
2011-07-01,608737.56,16,63.59,193.0930552,6.338
2011-07-08,634634.66,16,65.0,193.1878448,6.338
2011-07-15,586841.77,16,65.16,193.3125484,6.338
2011-07-22,581758.22,16,65.36,193.5120367,6.338
2011-07-29,582381.95,16,66.84,193.711525,6.338
2011-08-05,592981.33,16,63.96,193.9110133,6.338
2011-08-12,563884.47,16,67.09,194.1105017,6.338
